Chr	Start	End	species	size	color
tig00000184	1	30751	MV	12	25252
tig00000186	1	35551	MV	12	25252
tig00000187	1	32482	MV	12	25252
tig00000189	1	544075	MV	12	25252
tig00000191	1	39149	MV	12	25252
tig00000192	1	33882	MV	12	25252
tig00000193	1	26383	MV	12	25252
tig00000195	1	31611	MV	12	25252
tig00000196	1	34512	MV	12	25252
tig00000199	1	27855	MV	12	25252
tig00000200	1	24036	MV	12	25252
tig00000201	1	34704	MV	12	25252
tig00000202	1	101488	MV	12	25252
tig00000204	1	39907	MV	12	25252
tig00000205	1	28562	MV	12	25252
tig00000207	1	31267	MV	12	25252
tig00000208	1	27682	MV	12	25252
tig00000209	1	44207	MV	12	25252
tig00000211	1	30864	MV	12	25252
tig00000212	1	35267	MV	12	25252
tig00000214	1	25572	MV	12	25252
tig00000216	1	29992	MV	12	25252
tig00000217	1	31852	MV	12	25252
tig00000218	1	24913	MV	12	25252
tig00000219	1	25605	MV	12	25252
tig00000220	1	33691	MV	12	25252
tig00000221	1	43711	MV	12	25252
tig00000222	1	35689	MV	12	25252
tig00000223	1	23824	MV	12	25252
tig00000224	1	38230	MV	12	25252
tig00000225	1	39273	MV	12	25252
tig00000226	1	31056	MV	12	25252
tig00000227	1	42973	MV	12	25252
tig00000228	1	39906	MV	12	25252
tig00000229	1	27669	MV	12	25252
tig00000230	1	22871	MV	12	25252
tig00000231	1	30759	MV	12	25252
tig00000232	1	27194	MV	12	25252
tig00000233	1	27873	MV	12	25252
tig00000234	1	34342	MV	12	25252
tig00000235	1	32239	MV	12	25252
tig00000236	1	27411	MV	12	25252
tig00000237	1	35174	MV	12	25252
tig00000240	1	23992	MV	12	25252
tig00000241	1	31323	MV	12	25252
tig00000242	1	57485	MV	12	25252
tig00000243	1	34762	MV	12	25252
tig00000244	1	43243	MV	12	25252
tig00000246	1	19823	MV	12	25252
tig00000248	1	33055	MV	12	25252
tig00000249	1	27450	MV	12	25252
tig00000251	1	39144	MV	12	25252
tig00000253	1	42851	MV	12	25252
tig00000254	1	37556	MV	12	25252
tig00000255	1	32645	MV	12	25252
tig00000256	1	20213	MV	12	25252
tig00000257	1	36073	MV	12	25252
tig00000258	1	38812	MV	12	25252
tig00000259	1	24070	MV	12	25252
tig00000260	1	20122	MV	12	25252
tig00000262	1	17475	MV	12	25252
tig00000263	1	31726	MV	12	25252
tig00000264	1	16873	MV	12	25252
tig00000265	1	43484	MV	12	25252
tig00000266	1	27774	MV	12	25252
tig00000267	1	33332	MV	12	25252
tig00000268	1	37705	MV	12	25252
tig00000269	1	27909	MV	12	25252
tig00000270	1	25639	MV	12	25252
tig00000271	1	42289	MV	12	25252
tig00000272	1	26281	MV	12	25252
tig00000273	1	30969	MV	12	25252
tig00000274	1	33390	MV	12	25252
tig00000275	1	27753	MV	12	25252
tig00000276	1	25077	MV	12	25252
tig00000278	1	34726	MV	12	25252
tig00000279	1	38467	MV	12	25252
tig00000280	1	24642	MV	12	25252
tig00000281	1	32350	MV	12	25252
tig00000282	1	33782	MV	12	25252
tig00000283	1	33852	MV	12	25252
tig00000284	1	33363	MV	12	25252
tig00000285	1	58745	MV	12	25252
tig00000286	1	28020	MV	12	25252
tig00000287	1	21333	MV	12	25252
tig00000288	1	27713	MV	12	25252
tig00000289	1	29178	MV	12	25252
tig00000290	1	38941	MV	12	25252
tig00000291	1	36001	MV	12	25252
tig00000292	1	26178	MV	12	25252
tig00000293	1	30907	MV	12	25252
tig00000295	1	25128	MV	12	25252
tig00000296	1	41202	MV	12	25252
tig00000297	1	31017	MV	12	25252
tig00000298	1	25366	MV	12	25252
tig00000299	1	28553	MV	12	25252
tig00000300	1	28040	MV	12	25252
tig00000301	1	25892	MV	12	25252
tig00000303	1	23886	MV	12	25252
tig00000305	1	34613	MV	12	25252
tig00000306	1	23087	MV	12	25252
tig00000307	1	34415	MV	12	25252
tig00000309	1	30553	MV	12	25252
tig00000310	1	29715	MV	12	25252
tig00000311	1	31965	MV	12	25252
tig00000312	1	35929	MV	12	25252
tig00000314	1	39018	MV	12	25252
tig00000315	1	91889	MV	12	25252
tig00000317	1	41579	MV	12	25252
tig00000318	1	25192	MV	12	25252
tig00000319	1	22835	MV	12	25252
tig00000320	1	35449	MV	12	25252
tig00000321	1	26603	MV	12	25252
tig00000322	1	18060	MV	12	25252
tig00000324	1	34550	MV	12	25252
tig00000325	1	27500	MV	12	25252
tig00000326	1	22965	MV	12	25252
tig00000327	1	53226	MV	12	25252
tig00000330	1	63422	MV	12	25252
tig00000331	1	30706	MV	12	25252
tig00000332	1	34432	MV	12	25252
tig00000334	1	35568	MV	12	25252
tig00000335	1	45614	MV	12	25252
tig00000336	1	38502	MV	12	25252
tig00000337	1	34878	MV	12	25252
tig00000338	1	37253	MV	12	25252
tig00000339	1	28279	MV	12	25252
tig00000340	1	39333	MV	12	25252
tig00000341	1	34587	MV	12	25252
tig00000342	1	29121	MV	12	25252
tig00000344	1	39510	MV	12	25252
tig00000346	1	32420	MV	12	25252
tig00000347	1	32533	MV	12	25252
tig00000348	1	29703	MV	12	25252
tig00000349	1	24010	MV	12	25252
tig00000351	1	47792	MV	12	25252
tig00000353	1	26186	MV	12	25252
tig00000354	1	36783	MV	12	25252
tig00000356	1	41646	MV	12	25252
tig00000357	1	37853	MV	12	25252
tig00000359	1	31384	MV	12	25252
tig00000362	1	41668	MV	12	25252
tig00000364	1	33249	MV	12	25252
tig00000365	1	31118	MV	12	25252
tig00000366	1	35025	MV	12	25252
tig00000367	1	38758	MV	12	25252
tig00000369	1	30346	MV	12	25252
tig00000370	1	36518	MV	12	25252
tig00000371	1	26883	MV	12	25252
tig00000372	1	33041	MV	12	25252
tig00000373	1	35446	MV	12	25252
tig00000374	1	42260	MV	12	25252
tig00000376	1	31627	MV	12	25252
tig00000378	1	36215	MV	12	25252
tig00000380	1	32107	MV	12	25252
tig00000381	1	29050	MV	12	25252
tig00000382	1	25733	MV	12	25252
tig00000383	1	20652	MV	12	25252
tig00000384	1	21719	MV	12	25252
tig00000385	1	30147	MV	12	25252
tig00000386	1	28265	MV	12	25252
tig00000387	1	43246	MV	12	25252
tig00000388	1	32558	MV	12	25252
tig00000389	1	38841	MV	12	25252
tig00000390	1	22978	MV	12	25252
tig00000391	1	35917	MV	12	25252
tig00000392	1	33514	MV	12	25252
tig00000393	1	30572	MV	12	25252
tig00000395	1	32532	MV	12	25252
tig00000396	1	32913	MV	12	25252
tig00000397	1	25511	MV	12	25252
tig00000398	1	26444	MV	12	25252
tig00000400	1	1394201	MV	12	25252
tig00000401	1	228613	MV	12	25252
tig00000403	1	31598	MV	12	25252
tig00000404	1	31700	MV	12	25252
tig00000405	1	31009	MV	12	25252
tig00000406	1	21559	MV	12	25252
tig00000407	1	34380	MV	12	25252
tig00000408	1	95997	MV	12	25252
tig00000410	1	34629	MV	12	25252
tig00000413	1	20105403	MV	12	25252
tig00000417	1	30865	MV	12	25252
tig00000418	1	30575	MV	12	25252
tig00000419	1	32492	MV	12	25252
tig00000420	1	29585	MV	12	25252
tig00000421	1	21248	MV	12	25252
tig00000422	1	36449	MV	12	25252
tig00000423	1	33021	MV	12	25252
tig00000425	1	21254	MV	12	25252
tig00000427	1	28764	MV	12	25252
tig00000428	1	38947	MV	12	25252
tig00000429	1	20882	MV	12	25252
tig00000430	1	36211	MV	12	25252
tig00000431	1	47213	MV	12	25252
tig00000432	1	33802	MV	12	25252
tig00000433	1	35921	MV	12	25252
tig00000434	1	32159	MV	12	25252
tig00000435	1	21340	MV	12	25252
tig00000436	1	24678	MV	12	25252
tig00000438	1	20228	MV	12	25252
tig00000439	1	19393	MV	12	25252
tig00000440	1	30644	MV	12	25252
tig00000442	1	29886	MV	12	25252
tig00000443	1	42358	MV	12	25252
tig00000445	1	35741	MV	12	25252
tig00000446	1	27946	MV	12	25252
tig00000447	1	34250	MV	12	25252
tig00000448	1	32913	MV	12	25252
tig00000449	1	37783	MV	12	25252
tig00000450	1	33891	MV	12	25252
tig00000451	1	33249	MV	12	25252
tig00000452	1	27204	MV	12	25252
tig00000453	1	34166	MV	12	25252
tig00000454	1	30255	MV	12	25252
tig00000455	1	22554	MV	12	25252
tig00000456	1	31151	MV	12	25252
tig00000457	1	25688	MV	12	25252
tig00000459	1	26372	MV	12	25252
tig00000460	1	31168	MV	12	25252
tig00000461	1	35558	MV	12	25252
tig00000462	1	35446	MV	12	25252
tig00000463	1	23904	MV	12	25252
tig00000464	1	27549	MV	12	25252
tig00000465	1	34924	MV	12	25252
tig00000467	1	28714	MV	12	25252
tig00000468	1	30377	MV	12	25252
tig00000469	1	21856	MV	12	25252
tig00000472	1	25860	MV	12	25252
tig00000476	1	29281	MV	12	25252
tig00000477	1	40986	MV	12	25252
tig00000479	1	28609	MV	12	25252
tig00000480	1	27336	MV	12	25252
tig00000481	1	34724	MV	12	25252
tig00000482	1	28453	MV	12	25252
tig00000483	1	30888	MV	12	25252
tig00000484	1	35854	MV	12	25252
tig00000486	1	25221	MV	12	25252
tig00000487	1	32279	MV	12	25252
tig00000488	1	36983	MV	12	25252
tig00000489	1	29249	MV	12	25252
tig00000490	1	24801	MV	12	25252
tig00000492	1	27624	MV	12	25252
tig00000493	1	20882	MV	12	25252
tig00000494	1	30042	MV	12	25252
tig00000495	1	21964	MV	12	25252
tig00000497	1	29169	MV	12	25252
tig00000498	1	19892	MV	12	25252
tig00000499	1	38713	MV	12	25252
tig00000500	1	29972	MV	12	25252
tig00000501	1	31249	MV	12	25252
tig00000502	1	24058	MV	12	25252
tig00000503	1	21041	MV	12	25252
tig00000504	1	22533	MV	12	25252
tig00000505	1	24878	MV	12	25252
tig00000506	1	36064	MV	12	25252
tig00000508	1	34297	MV	12	25252
tig00000510	1	38495	MV	12	25252
tig00000512	1	26580	MV	12	25252
tig00000513	1	33984	MV	12	25252
tig00000514	1	29254	MV	12	25252
tig00000515	1	39834	MV	12	25252
tig00000516	1	45683	MV	12	25252
tig00000517	1	32570	MV	12	25252
tig00000518	1	17135	MV	12	25252
tig00000519	1	26078	MV	12	25252
tig00000520	1	33337	MV	12	25252
tig00000521	1	28894	MV	12	25252
tig00000522	1	31885	MV	12	25252
tig00000523	1	32338	MV	12	25252
tig00000524	1	41391	MV	12	25252
tig00000525	1	25962	MV	12	25252
tig00000526	1	37930	MV	12	25252
tig00000527	1	34325	MV	12	25252
tig00000528	1	31629	MV	12	25252
tig00000529	1	21247	MV	12	25252
tig00000530	1	24769	MV	12	25252
tig00000532	1	50403	MV	12	25252
tig00000533	1	17343608	MV	12	25252
tig00000534	1	45244	MV	12	25252
tig00000535	1	37940	MV	12	25252
tig00000536	1	34161	MV	12	25252
tig00000537	1	30471	MV	12	25252
tig00000538	1	27631	MV	12	25252
tig00000540	1	38568	MV	12	25252
tig00000541	1	33375	MV	12	25252
tig00000542	1	30160	MV	12	25252
tig00000543	1	33844	MV	12	25252
tig00000545	1	42294	MV	12	25252
tig00000546	1	32616	MV	12	25252
tig00000547	1	36219	MV	12	25252
tig00000549	1	35291	MV	12	25252
tig00000550	1	35959	MV	12	25252
tig00000551	1	33877	MV	12	25252
tig00000552	1	30171	MV	12	25252
tig00000553	1	37174	MV	12	25252
tig00000554	1	23450	MV	12	25252
tig00000555	1	27750	MV	12	25252
tig00000556	1	37699	MV	12	25252
tig00000557	1	27218	MV	12	25252
tig00000558	1	26981	MV	12	25252
tig00000559	1	24283	MV	12	25252
tig00000560	1	38078	MV	12	25252
tig00000561	1	42255	MV	12	25252
tig00000562	1	27571	MV	12	25252
tig00000563	1	45574	MV	12	25252
tig00000564	1	33456	MV	12	25252
tig00000566	1	36570	MV	12	25252
tig00000567	1	32164	MV	12	25252
tig00000569	1	32700	MV	12	25252
tig00000571	1	31578	MV	12	25252
tig00000572	1	35309	MV	12	25252
tig00000574	1	31279	MV	12	25252
tig00000575	1	26032	MV	12	25252
tig00000576	1	37362	MV	12	25252
tig00000579	1	26687	MV	12	25252
tig00000580	1	34404	MV	12	25252
tig00000581	1	32971	MV	12	25252
tig00000582	1	38314	MV	12	25252
tig00000583	1	21005	MV	12	25252
tig00000584	1	23741	MV	12	25252
tig00000585	1	28574	MV	12	25252
tig00000586	1	32768	MV	12	25252
tig00000587	1	17575	MV	12	25252
tig00000588	1	27022	MV	12	25252
tig00000589	1	23237	MV	12	25252
tig00000590	1	28964	MV	12	25252
tig00000591	1	35970	MV	12	25252
tig00000592	1	2136742	MV	12	25252
tig00000594	1	29270	MV	12	25252
tig00000595	1	26542	MV	12	25252
tig00000596	1	31180	MV	12	25252
tig00000598	1	21865	MV	12	25252
tig00000599	1	26524	MV	12	25252
tig00000600	1	62179	MV	12	25252
tig00000601	1	15218909	MV	12	25252
tig00000602	1	13515599	MV	12	25252
tig00000603	1	31096	MV	12	25252
tig00000604	1	35649	MV	12	25252
tig00000607	1	27647	MV	12	25252
tig00000608	1	44038	MV	12	25252
tig00000609	1	30051	MV	12	25252
tig00000610	1	35195	MV	12	25252
tig00000611	1	18972	MV	12	25252
tig00000614	1	28664	MV	12	25252
tig00000615	1	40579	MV	12	25252
tig00000616	1	26286	MV	12	25252
tig00000617	1	33750	MV	12	25252
tig00000618	1	26336	MV	12	25252
tig00000619	1	31386	MV	12	25252
tig00000621	1	25652	MV	12	25252
tig00000622	1	34214	MV	12	25252
tig00000623	1	27082	MV	12	25252
tig00000624	1	37116	MV	12	25252
tig00000625	1	31827	MV	12	25252
tig00000626	1	52804	MV	12	25252
tig00000627	1	34186	MV	12	25252
tig00000628	1	27739	MV	12	25252
tig00000629	1	42558	MV	12	25252
tig00000630	1	21002	MV	12	25252
tig00000633	1	24432	MV	12	25252
tig00000634	1	26116	MV	12	25252
tig00000635	1	33432	MV	12	25252
tig00000636	1	30243	MV	12	25252
tig00000637	1	22113	MV	12	25252
tig00000638	1	41957	MV	12	25252
tig00000639	1	24917	MV	12	25252
tig00000640	1	24818	MV	12	25252
tig00000641	1	27606	MV	12	25252
tig00000642	1	32882	MV	12	25252
tig00000643	1	29497	MV	12	25252
tig00000644	1	33918	MV	12	25252
tig00000645	1	221824	MV	12	25252
tig00000646	1	35544	MV	12	25252
tig00000647	1	35445	MV	12	25252
tig00000649	1	36639	MV	12	25252
tig00000651	1	351577	MV	12	25252
tig00000652	1	95740	MV	12	25252
tig00000653	1	627397	MV	12	25252
tig00000654	1	21719326	MV	12	25252
tig00000655	1	29066	MV	12	25252
tig00000656	1	31718	MV	12	25252
tig00000657	1	29061	MV	12	25252
tig00000658	1	23887	MV	12	25252
tig00000660	1	31212	MV	12	25252
tig00000661	1	29407	MV	12	25252
tig00000662	1	30773	MV	12	25252
tig00000663	1	39811	MV	12	25252
tig00000664	1	15785	MV	12	25252
tig00000665	1	37534	MV	12	25252
tig00000666	1	27770	MV	12	25252
tig00000667	1	25080	MV	12	25252
tig00000668	1	38755	MV	12	25252
tig00000669	1	35415	MV	12	25252
tig00000670	1	30973	MV	12	25252
tig00000671	1	34482	MV	12	25252
tig00000672	1	33575	MV	12	25252
tig00000673	1	26466	MV	12	25252
tig00000674	1	24204	MV	12	25252
tig00000676	1	39167	MV	12	25252
tig00000678	1	26354	MV	12	25252
tig00000680	1	26782	MV	12	25252
tig00000681	1	31414	MV	12	25252
tig00000682	1	29585	MV	12	25252
tig00000683	1	30373	MV	12	25252
tig00000684	1	30866	MV	12	25252
tig00000685	1	153169	MV	12	25252
tig00000687	1	17800	MV	12	25252
tig00000688	1	38606	MV	12	25252
tig00000689	1	38464	MV	12	25252
tig00000690	1	98905	MV	12	25252
tig00000691	1	41748	MV	12	25252
tig00000692	1	30824	MV	12	25252
tig00000694	1	176501	MV	12	25252
tig00000695	1	30681	MV	12	25252
tig00000697	1	34566	MV	12	25252
tig00000698	1	22060	MV	12	25252
tig00000699	1	36754	MV	12	25252
tig00000700	1	76199	MV	12	25252
tig00000702	1	36823	MV	12	25252
tig00000703	1	18626	MV	12	25252
tig00000704	1	27398	MV	12	25252
tig00000705	1	21794	MV	12	25252
tig00000706	1	105012	MV	12	25252
tig00000708	1	43113	MV	12	25252
tig00000709	1	144748	MV	12	25252
tig00000710	1	190548	MV	12	25252
tig00000712	1	233594	MV	12	25252
tig00000713	1	28939	MV	12	25252
tig00000714	1	29624	MV	12	25252
tig00000715	1	29078	MV	12	25252
tig00000716	1	30103	MV	12	25252
tig00000717	1	22130	MV	12	25252
tig00000718	1	32597	MV	12	25252
tig00000719	1	32916	MV	12	25252
tig00000720	1	36638	MV	12	25252
tig00000722	1	41107	MV	12	25252
tig00000723	1	29121	MV	12	25252
tig00000724	1	34348	MV	12	25252
tig00000726	1	34039	MV	12	25252
tig00000727	1	39349	MV	12	25252
tig00000728	1	34425	MV	12	25252
tig00000729	1	22252	MV	12	25252
tig00000730	1	33739	MV	12	25252
tig00000731	1	35772	MV	12	25252
tig00000732	1	32621	MV	12	25252
tig00000733	1	41264	MV	12	25252
tig00000734	1	28102	MV	12	25252
tig00000735	1	42680	MV	12	25252
tig00000737	1	29241	MV	12	25252
tig00000738	1	39522	MV	12	25252
tig00000739	1	32129	MV	12	25252
tig00000740	1	31751	MV	12	25252
tig00000741	1	19773	MV	12	25252
tig00000742	1	35732	MV	12	25252
tig00000743	1	26745	MV	12	25252
tig00000744	1	16362	MV	12	25252
tig00000745	1	83176	MV	12	25252
tig00000746	1	68220	MV	12	25252
tig00000747	1	32262	MV	12	25252
tig00000749	1	31839	MV	12	25252
tig00000750	1	32519	MV	12	25252
tig00000751	1	40104	MV	12	25252
tig00000752	1	30093	MV	12	25252
tig00000753	1	28569	MV	12	25252
tig00000754	1	31859	MV	12	25252
tig00000755	1	29370	MV	12	25252
tig00000756	1	60858	MV	12	25252
tig00000757	1	36826	MV	12	25252
tig00000759	1	36480	MV	12	25252
tig00000760	1	34911	MV	12	25252
tig00000761	1	31784	MV	12	25252
tig00000762	1	37062	MV	12	25252
tig00000763	1	38268	MV	12	25252
tig00000764	1	34934	MV	12	25252
tig00000765	1	29247	MV	12	25252
tig00000766	1	22313	MV	12	25252
tig00000767	1	39791	MV	12	25252
tig00000768	1	38843	MV	12	25252
tig00000769	1	28260	MV	12	25252
tig00000770	1	28926	MV	12	25252
tig00000772	1	26996	MV	12	25252
tig00000773	1	27794	MV	12	25252
tig00000775	1	32153	MV	12	25252
tig00000776	1	15977	MV	12	25252
tig00000777	1	173150	MV	12	25252
tig00000778	1	286637	MV	12	25252
tig00000780	1	93349	MV	12	25252
tig00000781	1	32692	MV	12	25252
tig00000782	1	21921	MV	12	25252
tig00000783	1	26484	MV	12	25252
tig00000784	1	35866	MV	12	25252
tig00000786	1	324260	MV	12	25252
tig00000788	1	27232	MV	12	25252
tig00000789	1	66311	MV	12	25252
tig00000790	1	65690	MV	12	25252
tig00000791	1	30415	MV	12	25252
tig00000792	1	32234	MV	12	25252
tig00000795	1	30923	MV	12	25252
tig00000796	1	31224	MV	12	25252
tig00000797	1	22071	MV	12	25252
tig00000799	1	38131	MV	12	25252
tig00000800	1	39655	MV	12	25252
tig00000801	1	13446960	MV	12	25252
tig00000802	1	29997	MV	12	25252
tig00000803	1	116640	MV	12	25252
tig00000804	1	28262	MV	12	25252
tig00000805	1	30680	MV	12	25252
tig00000806	1	32153	MV	12	25252
tig00000808	1	23069	MV	12	25252
tig00000809	1	42939	MV	12	25252
tig00000810	1	21933	MV	12	25252
tig00000811	1	2566283	MV	12	25252
tig00000813	1	30348	MV	12	25252
tig00000815	1	30151	MV	12	25252
tig00000816	1	42331	MV	12	25252
tig00000817	1	32548	MV	12	25252
tig00000818	1	32385	MV	12	25252
tig00000819	1	35472	MV	12	25252
tig00000820	1	42271	MV	12	25252
tig00000822	1	32189	MV	12	25252
tig00000823	1	18706	MV	12	25252
tig00000824	1	30596	MV	12	25252
tig00000826	1	27497406	MV	12	25252
tig00000827	1	38572	MV	12	25252
tig00000828	1	41714	MV	12	25252
tig00000829	1	32217	MV	12	25252
tig00000830	1	24179	MV	12	25252
tig00000831	1	33441	MV	12	25252
tig00000832	1	42247	MV	12	25252
tig00000833	1	36379	MV	12	25252
tig00000834	1	41014	MV	12	25252
tig00000835	1	28591	MV	12	25252
tig00000836	1	34183	MV	12	25252
tig00000837	1	37086	MV	12	25252
tig00000838	1	32501	MV	12	25252
tig00000839	1	34993	MV	12	25252
tig00000840	1	28249	MV	12	25252
tig00000841	1	36201	MV	12	25252
tig00000842	1	25376	MV	12	25252
tig00000843	1	34775	MV	12	25252
tig00000844	1	29932	MV	12	25252
tig00000845	1	37866	MV	12	25252
tig00000846	1	24108	MV	12	25252
tig00000847	1	41633	MV	12	25252
tig00000848	1	32454	MV	12	25252
tig00000850	1	42985	MV	12	25252
tig00000851	1	35097	MV	12	25252
tig00000854	1	28759	MV	12	25252
tig00000855	1	22572	MV	12	25252
tig00000856	1	25859	MV	12	25252
tig00000857	1	32013	MV	12	25252
tig00000858	1	21387	MV	12	25252
tig00000860	1	29165	MV	12	25252
tig00000861	1	37071	MV	12	25252
tig00000862	1	34514	MV	12	25252
tig00000863	1	25562	MV	12	25252
tig00000864	1	39860	MV	12	25252
tig00000865	1	28586	MV	12	25252
tig00000866	1	23121	MV	12	25252
tig00000867	1	22382	MV	12	25252
tig00000869	1	41352	MV	12	25252
tig00000870	1	28657	MV	12	25252
tig00000871	1	43478	MV	12	25252
tig00000872	1	32235	MV	12	25252
tig00000873	1	36456	MV	12	25252
tig00000874	1	43496	MV	12	25252
tig00000875	1	33066	MV	12	25252
tig00000876	1	13118	MV	12	25252
tig00000877	1	29757	MV	12	25252
tig00000878	1	37458	MV	12	25252
tig00000879	1	34288	MV	12	25252
tig00000880	1	36938	MV	12	25252
tig00000881	1	39681	MV	12	25252
tig00000883	1	43100	MV	12	25252
